CO_ART;ART DES;CAT;GENERAL;SUB CAT ;LIN;SUB-LIN;MODELO;COLOR;TALLA;MARCA;NUM-REG;REF;CANT UNI_BULTO;TOT-BULTOS;UNI-BLTOS;TOT-UNI;FALTANTES;NOTA;PRECIO COSTO;PRECIO VENTA;CO_SENCAMER;IVA;RIF_LIMPIO;ID_USER;MODELO
NNN36RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;36;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN37RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;37;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN38RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;38;NIKE;;;4;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN39RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;39;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN40RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;40;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN41RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;41;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN42RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;42;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN43RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;43;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN44RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;44;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNN45RUN-30003;ZAPATO NIKE JOYRIDE RUN NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO NARANJA;45;NIKE;;;1;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN36RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;36;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN37RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;37;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN38RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;38;NIKE;;;4;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN39RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;39;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN40RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;40;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN41RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;41;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN42RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;42;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN43RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;43;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN44RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;44;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAMN45RUN-40004;ZAPATO NIKE JOYRIDE RUN AZUL MARIÑO NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL MARIÑO NEGRO;45;NIKE;;;1;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG36RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;36;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG37RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;37;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG38RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;38;NIKE;;;4;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG39RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;39;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG40RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;40;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG41RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;41;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG42RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;42;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG43RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;43;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG44RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;44;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NAG45RUN-50005;ZAPATO NIKE JOYRIDE RUN AZUL GRIS;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;AZUL GRIS;45;NIKE;;;1;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB36RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;36;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB37RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;37;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB38RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;38;NIKE;;;4;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB39RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;39;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB40RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;40;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB41RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;41;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB42RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;42;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB43RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;43;NIKE;;;3;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB44RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;44;NIKE;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
NNB45RUN-60006;ZAPATO NIKE JOYRIDE RUN NEGRO BLANCO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;JOYRIDE RUN;NEGRO BLANCO;45;NIKE;;;1;;;;;;1;20;0005700003577CI11;1;25998807;5;RUN
FN40F666-10001;ZAPATO FASHION NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO;40;FASHION;;;1;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FN41F666-10001;ZAPATO FASHION NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO;41;FASHION;;;2;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FN42F666-10001;ZAPATO FASHION NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO;42;FASHION;;;3;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FN43F666-10001;ZAPATO FASHION NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO;43;FASHION;;;4;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FN44F666-10001;ZAPATO FASHION NEGRO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO;44;FASHION;;;2;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNN40F666-20002;ZAPATO FASHION NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO NARANJA;40;FASHION;;;1;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNN41F666-20002;ZAPATO FASHION NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO NARANJA;41;FASHION;;;2;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNN42F666-20002;ZAPATO FASHION NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO NARANJA;42;FASHION;;;3;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNN43F666-20002;ZAPATO FASHION NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO NARANJA;43;FASHION;;;4;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNN44F666-20002;ZAPATO FASHION NEGRO NARANJA;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO NARANJA;44;FASHION;;;2;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNV40F666-30003;ZAPATO FASHION NEGRO VERDE;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO VERDE;40;FASHION;;;1;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNV41F666-30003;ZAPATO FASHION NEGRO VERDE;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO VERDE;41;FASHION;;;2;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNV42F666-30003;ZAPATO FASHION NEGRO VERDE;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO VERDE;42;FASHION;;;3;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNV43F666-30003;ZAPATO FASHION NEGRO VERDE;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO VERDE;43;FASHION;;;4;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNV44F666-30003;ZAPATO FASHION NEGRO VERDE;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO VERDE;44;FASHION;;;2;;;;;;1;20;0005700003577CI11;1;25998807;5;F666
CN36CVBT-10001;BOTIN CONVERSE NEGRO ;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;36;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CN37CVBT-10001;BOTIN CONVERSE NEGRO ;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;37;CONVERSE;;;4;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CN38CVBT-10001;BOTIN CONVERSE NEGRO ;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;38;CONVERSE;;;5;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CN39CVBT-10001;BOTIN CONVERSE NEGRO ;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;39;CONVERSE;;;5;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CN40CVBT-10001;BOTIN CONVERSE NEGRO ;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;40;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CB36CVBT-20002;BOTIN CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;36;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CB37CVBT-20002;BOTIN CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;37;CONVERSE;;;4;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CB38CVBT-20002;BOTIN CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;38;CONVERSE;;;5;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CB39CVBT-20002;BOTIN CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;39;CONVERSE;;;5;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CB40CVBT-20002;BOTIN CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;40;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVBT
CB36CVCB-10001;ZAPATO CORTE BAJO CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;BLANCO;36;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CB37CVCB-10001;ZAPATO CORTE BAJO CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;BLANCO;37;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CB38CVCB-10001;ZAPATO CORTE BAJO CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;BLANCO;38;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CB39CVCB-10001;ZAPATO CORTE BAJO CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;BLANCO;39;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CB40CVCB-10001;ZAPATO CORTE BAJO CONVERSE BLANCO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;BLANCO;40;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CN36CVCB-20002;ZAPATO CORTE BAJO CONVERSE NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;NEGRO;36;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CN37CVCB-20002;ZAPATO CORTE BAJO CONVERSE NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;NEGRO;37;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CN38CVCB-20002;ZAPATO CORTE BAJO CONVERSE NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;NEGRO;38;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CN39CVCB-20002;ZAPATO CORTE BAJO CONVERSE NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;NEGRO;39;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CN40CVCB-20002;ZAPATO CORTE BAJO CONVERSE NEGRO;CALZADO;DAMA;ZAPATO;DEPORTIVO;CORTE BAJO;CONVERSE;NEGRO;40;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVCB
CN36CVSA-10001;BOTIN CONVERSE NEGRO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;36;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CN37CVSA-10001;BOTIN CONVERSE NEGRO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;37;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CN38CVSA-10001;BOTIN CONVERSE NEGRO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;38;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CN39CVSA-10001;BOTIN CONVERSE NEGRO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;39;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CN40CVSA-10001;BOTIN CONVERSE NEGRO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;NEGRO;40;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CB36CVSA-20002;BOTIN CONVERSE BLANCO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;36;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CB37CVSA-20002;BOTIN CONVERSE BLANCO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;37;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CB38CVSA-20002;BOTIN CONVERSE BLANCO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;38;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CB39CVSA-20002;BOTIN CONVERSE BLANCO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;39;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CB40CVSA-20002;BOTIN CONVERSE BLANCO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;BLANCO;40;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CAM36CVSA-30003;BOTIN CONVERSE AZUL MARINO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;AZUL MARINO;36;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CAM37CVSA-30003;BOTIN CONVERSE AZUL MARINO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;AZUL MARINO;37;CONVERSE;;;4;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CAM38CVSA-30003;BOTIN CONVERSE AZUL MARINO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;AZUL MARINO;38;CONVERSE;;;5;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CAM39CVSA-30003;BOTIN CONVERSE AZUL MARINO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;AZUL MARINO;39;CONVERSE;;;5;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CAM40CVSA-30003;BOTIN CONVERSE AZUL MARINO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;AZUL MARINO;40;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CVM36CVSA-40004;BOTIN CONVERSE VERDE MILITAR SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;VERDE MILITAR;36;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CVM37CVSA-40004;BOTIN CONVERSE VERDE MILITAR SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;VERDE MILITAR;37;CONVERSE;;;4;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CVM38CVSA-40004;BOTIN CONVERSE VERDE MILITAR SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;VERDE MILITAR;38;CONVERSE;;;5;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CVM39CVSA-40004;BOTIN CONVERSE VERDE MILITAR SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;VERDE MILITAR;39;CONVERSE;;;5;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CVM40CVSA-40004;BOTIN CONVERSE VERDE MILITAR SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;VERDE MILITAR;40;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CR36CVSA-50005;BOTIN CONVERSE ROJO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;ROJO;36;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CR37CVSA-50005;BOTIN CONVERSE ROJO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;ROJO;37;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CR38CVSA-50005;BOTIN CONVERSE ROJO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;ROJO;38;CONVERSE;;;3;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CR39CVSA-50005;BOTIN CONVERSE ROJO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;ROJO;39;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
CR40CVSA-50005;BOTIN CONVERSE ROJO SA;CALZADO;DAMA;ZAPATO;DEPORTIVO;BOTIN;CONVERSE;ROJO;40;CONVERSE;;;2;;;;;;1;25;0005700003577CI11;1;25998807;5;CVSA
FNR40F666-40004;ZAPATO FASHION NEGRO ROJO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO ROJO;40;FASHION;;;1;;;;;;1;25;0005700003577CI11;1;25998807;5;F666
FNR41F666-40004;ZAPATO FASHION NEGRO ROJO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO ROJO;41;FASHION;;;1;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNR42F666-40004;ZAPATO FASHION NEGRO ROJO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO ROJO;42;FASHION;;;2;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNR43F666-40004;ZAPATO FASHION NEGRO ROJO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO ROJO;43;FASHION;;;2;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
FNR44F666-40004;ZAPATO FASHION NEGRO ROJO;CALZADO;CABALLERO;ZAPATO;DEPORTIVO;CORTE BAJO;FASHION;NEGRO ROJO;44;FASHION;;;1;;;;;;1;15;0005700003577CI11;1;25998807;5;F666
